Review Teks;Rating;Label;;;;;;;
Ya oke lah, tapi tiap apa-apa harus selalu premium, like, mau mainin lagu tapi lagu lain yang muncul and harus nunggu buat lagu yang kita pilih. Skip limit gapapa lah, tapi ini ngapa-ngapain harus premium. Kebanyakan iklan juga, dan iklan nya lama-lama. (30 detik untuk 1 iklan) dan biasanya 2/3 iklan yang muncul. Jadi waktu 1½ menit habis buat iklan aja. Jangan kebanyakan P2W, risih jadinya.,3;3;Negative;;;;;;;
"aplikasi nya bagus, cocok banget dengerin lagu pas perasaan lagi seneng sedih, salting pokoknya oke lah. bisa dengerin di mana aja kecuali harus ada kouta/wifi dulu wkwk, saran aja buat Dev kedepan nya spotify bisa dengerin lagu tanpa wifi, semacam offline gitu. biar ga boros"" banget. dan tolong Dev, perbaiki bug. sy sering keluar apk tiba"" untuk sekarang msih oke.,5";5;Positive;;;;;;;
mengecewakan banget makin kesini bukannya ada peningkatan malah penurunan bintang karena banyak nya eror dia bagian lirik lagu yang hilang bahkan hampir semua lirik lagu yang hilang,3;3;Negative;;;;;;;
makin jatuh cinta sama spotify setelah liat podcast-podcast yang bagus dan sesuai sama seleraku. iklan di lagu juga ga ngeganggu banget, masih bisa dinikmati. ui/ux-nya kece parah. apalagi playlistnya bisa nyesuaikan mood, atau beat genre lagu yang suka kita puter bakal direkomendasiin.,5;5;Positive;;;;;;;
Liriknya sekarang cuma ada di lagu yang udah lewat bertahun-tahun, kalo lagu yang baru rilis lirik nya tidak dapat di muat, tolong dong developer perbaiki biar pengguna aplikasinya betah,3;3;Positive;;;;;;;
"spotify, plis lah yah tolong gw mau langganan premium kok malah kagak bisa.. tulisannya ""tidak dapat menghubung"" padahal jelas jelas jaringan gw bagus bagus aja... kek manaaa,4";4;Positive;;;;;;;
Tolong dong spotify di perbaiki bugnya jgn cuma cuan2 dan cuannya aja, sama satu lagi yaitu tolong perkecil penggunaan ram pada aplikasi spotify, masa aplikasi hanya untuk putar musik dan podcast penggunaan ramnya bisa sampai 500 mb, dh kaya game aja,3;3;Negative;;;;;;;
Aduh spotify kenapa sihhh Knapa gk bisa milih lagu lagi sih ini kek di bates kita mau dengerin lagu sepuasnya terus harus jelajah ke premium, mending kalo bener premiumny lah kalo kagak gmana Enakan spotify yg dulu aja aneh sumpah 😑😑😑,1;1;Negative;;;;;;;
saya kasih dulu 4, karena kadang suara yg dihasilkan kadang jernih kadang tidak. juga kadang agak mengecil volumenya. secara menyeluruh lumayan baik. ❤❤❤,4;4;Positive;;;;;;;
Kenapa pas mau beli premium spotify malah keluar tulisan Periksa Pengaturanmu dan Coba Lagi nanti. padahal internet saya udh bagus dan dari sebulan lalu gitu trus kalau mau beli premium,2;2;Negative;;;;;;;
"Ini liriknya pada kenapa sih? Tulisannya ""tidak dapat memuat lirik untuk lagu ini"" jadi susahh tau ga, niat di spotify dengerin lagu sambil nyanyi. Eh malah ga bisa liat lirik. PLEASE FIX IT !,1";1;Negative;;;;;;;
apk nya makin kurang bagus liriknya gaada padahal uda di update berkali kali bacaannya ttp aja tidak dpt memuat lirik lagunya juga gabisa milih sekarang kurang bagus perkembangannya,1;1;Negative;;;;;;;
"Ga bisa beli premium, gatau kenapa, disitu ditulis ""menghubungkan ulang"" padahal jaringan beener bener aja. jadi males buat beli premium lagi,3";3;Negative;;;;;;;
Ini sangat bagus gratis lagi uhhh bikin nikmat saya puas tapi mohon perbanyak lagi lagunya, ya ada beberapa lagu yang saya cari tapi tidak ada disini semoga dibaca, ya sekian dari saya terima kasih,4;4;Positive;;;;;;;
Ini gmn sih saya coba lirik nya gabisa padahal jaringan nya ga lelet,kemarin lirik nya fine fine aja setelah itu gabisa lagi sampai sy update juga ga bisa:),1;1;Negative;;;;;;;
Kita tidak bisa mendengarkan lagu sepuasnya, karena setiap ganti lagi selalu 30 detik iklan, dan itu sangat menggangu,3;3;Negative;;;;;;;
Aplikasi spotify sangat terupdate dgn lagu lagu terbaru dan membantu mencari lagu lama yg bisa di sukai kembali,4;4;Positive;;;;;;;
Speaker nya baguss,kalo pake headphone nya berasa enak banget buat di denger! Aku juga belum premium walaupun belum premium aku kira itu fine aja si kalo buat sekarang,Dan iklan nya belum muncul di aku tapi waktu pertama kali aku download Spotify di hp lama ku itu iklan nya banyak banget , tapi kalo sekarang belum muncul di iklan nyaa, sebenernya speaker tergantung hp nya gak sih? Tapi kalo speaker nya bukan tergantung handphone nya berarti emang Spotify itu bagus bangett! Pokok nya suka banget!,5;5;Positive;;;;;;;
menurut ku kenapa ya susah kali mau beli Spotify premium nya, tolong di perbaiki terimakasih,2;2;Negative;;;;;;;
Sangat berarti dngan ada ny sportify ini dikala kita sedang bekerja, santay,jenih kita bisa putar music di aplikasi ini sangat senang sekali,5;5;Positive;;;;;;;
di daftar play list kok ganti hanya beberapa detik doang lagu yang bisa diputar,mohon bantuannya soalnya banyak lagu favorit saya 😗😗😗😗,5;5;Positive;;;;;;;
Makin lama Spotify makin pelit, dulu bisa nyetel musik sampe berjam² tapi sekarang dibatasi.,1;1;Negative;;;;;;;
Ini salah satu apk musik andalan aku Pkonya bagus bangat semua lagu ada tinggal pilih mau dengar lagunya siapaaa pokonya Spotify betsss bangattt,5;5;Positive;;;;;;;
Saya Sangat Salut Sekali Sama Aplikasi Spotify Karena Bisa Mendengarkan Musik Pada Saat Waktu Senggang Perjalanan Jauh Dan Lain2,5;5;Positive;;;;;;;
Menurutku apa sih semua fitur harus premium kasih lah buat dowload musik gk pake premium kalo di kasih gw kasih bintang ⭐⭐⭐⭐⭐,3;3;Negative;;;;;;;
Tolong diperhatikan lagi dong sistem nya,masa play lagu di pertengahan mati,kalo cuma sekali maklum tapi berkali-kali.,4;4;Positive;;;;;;;
untuk apk udah bagus bgtttt!!!!cuma kadang klo nyari lagu Suka g ketemu, tapi klo untuk Yg lain ny udah bgs bgt kok. Udah sih itu aja bayyy,5;5;Positive;;;;;;;
Tolong dong bang ,bagi kami yang player gratisan ga bisa sesuai urutan kami mendengar lagu nya masa harus premium,3;3;Negative;;;;;;;
Aplikasinya bagus, hanya sja setiap mau mengajukan VIP atau mau klaim hadiah itu selalu susah, pdhl jaringannya bgus. Tolong di perbaiki lagi.,4;4;Positive;;;;;;;
Pemutar musik yang bagus, semua lagu ada di spotify. Kualitas suara juga bagus. Tidak lemot,5;5;Positive;;;;;;;
Spotify ini sangat bagus buat orang yang LG galau termasuk aku yang sering galau jd aku selalu setel musik ya walaupun suka gak ada lirik tp yaudah deh GPP yang penting aku nyaman aja aku kasih bintang gak terhitung ya,5;5;Positive;;;;;;;
Aku paling suka dari apk spotifi ini bisa dengerin lagu dan sholawat dan paling aku benci iklannya mohon hilangkan iklan nya donk,5;5;Positive;;;;;;;
Aplikasi nya bagus sekali tapi yang jadi masalah nya iklan nya tidak bisa di sekip mohon di perbaiki di update selanjutnya oke😁🙏,4;4;Positive;;;;;;;
Makin kesini, liriknya pada ilang semua! p adahal udh update ke versi terbaru and jaringan bagus kok,2;2;Negative;;;;;;;
Aplikasi nya sih bagus banget lengkap lagu nya tapi tetap aja ada yang ga ada pls dong tambahin lebih banyak lagi indonesia contoh: (Aku Suka Tempe Goreng 2),5;5;Positive;;;;;;;
Tolong kenapa setiap lagu yang kuputar liriknya selalu tidak muat dan iklannya harus banyak banget,tolong banget buat kasih fitur berguna bagi pengguna spotify free🙏🏻🙏🏻,3;3;Negative;;;;;;;
bagus sih sebenarnya, cuma kebanyakan lagu tidak dapat memuat lirik dan itu membuat saya sedikit kesal, saran saya perbaiki bugnya terimakasih,3;3;Negative;;;;;;;
Tetep bintang 1 karena masalah pembelian premium dari dulu ga beres2. Loading page nya pasti gagal mulu sulit banget harus refresh berkali kali kali kali kali, padahal internet ga masalah.,1;1;Negative;;;;;;;
Putar 2 lagu abis itu iklan, sebenarnya ga terlalu mempermasalahkan iklan nya, tapi durasi iklan nya itu loh, 30 detik - menit , enak kalau iklan nya cuma 1, lah ini 2 kadang 3. Jadi harus nunggu 1 menitan buat lagu selanjutnya.,3;3;Negative;;;;;;;
Aplikasi nya bagus dan menarik dan biasanya kok gk ada lirik nya ya setiap lagu jadi tolong di tingkat kan lagi,5;5;Positive;;;;;;;
Semuanya aja premium!! Premium semua tuh, makan tuh premium. Pas mau beli premium error, MAUNYA GMN SIH ANJ!!! Makan tuh premium, knp gk sekalian apknya premium? Hampir semua fiturnya premium, knp gk sekalian apknya premium?! NGOTAK DIKIT ANJ, KLO SEMUANYA PREMIUM KNP GK SEKALIAN APKNYA PREMIUM?!,1;1;Negative;;;;;;;
bisa ga sih iklan podcastnya di ganti yang ga serem gitu. gw pas nyetir malem2 di tempat sepi malah muncul iklan ngeselin,5;5;Positive;;;;;;;
Bug canvas. Visual singkat berulang pada track tidak dapat berjalan di apk instagram.,5;5;Positive;;;;;;;
Kenapa yah sekarang Spotify di hpku baru sebentar dengerin mati gitu? Apa kudu premium baru bisa lancar?,2;2;Negative;;;;;;;
"Apk nya bagus cuman saat pembelian premium gagal trus katanya ""periksa pengaturan anda lalu coba lagi nanti"" padahal dah di periksa trus coba lagi tetap aja gitu, gimana mo premium kalo eror mulu,3";3;Negative;;;;;;;
Ini buruk sekarang Spotify tidak bisa di ulangi atau di putar ulang dan sekarang Spotify banyak bug,2;2;Negative;;;;;;;
lagunya selanjutnya dari lagu yang udah beres gajelas beda gendre playlist ngacak dari lagu yang di pilih sebelumnya,3;3;Negative;;;;;;;
Bagus sih, bisa cari lagu2 lama. Tp kenapa kdg judul yg nongol sama lg yg dinyanyikan beda ya? Spt lagu powermetal. Yg dputar apa? Tulisan judul ma lirik beda.,4;4;Positive;;;;;;;
udah bagus sebenernya, TAPI MASALAHNYA SAYA DENGERIN MUSIK MALEM' DAN MALAH ADA IKLAN PODCAST HOROR, SAYA JADI MERINDING 😭😭, hehe maaf nge gas dikit tapi kan saya jadi takut 😁🙏🏻, iya sih bisa pake premium biar ga ada iklannya tapi kan saya pengguna gratisan hehe 😁😔,3;3;Positive;;;;;;;
Aplikasi okey bagus tidak ada kekurangan Kalo masalah iklan wajar Karna kalian belum premium Pokok nya bagus semua lagu bagus tidak ada kekurangan,5;5;Positive;;;;;;;
Spotify,aplikasi yang cukup bagus ,bisa cari lagu dengan mudah, dan cepat, mantap,,5;5;Positive;;;;;;;
Gue suka sama Spotify tapi iklan pocong nya hapus dong kalau gua dengerin sendiri pas tengah malam merinding iklan nya 30 detik nggak ngotak bg,1;1;Negative;;;;;;;
Saya suka Spotify karena lagunya lengkap semua tapi ada satu masalah yaitu iklannya lama sekali bisa 1 menit,5;5;Positive;;;;;;;
Apk nya bagus Mayan tapi ada bug gw udah beli premium kok GK bisa mode off ya tapi overall smua bagus sih Kalo sudah dibenerin bug nya aku kasih bintang 5 dah,4;4;Positive;;;;;;;
pls iklan yang serem kalo udah kupencet dislike jangan ditampilin TAKUT BGT apalagi pas malem malem lagi dengerin lagu tiba tiba ada iklan podcast horror 😢,3;3;Negative;;;;;;;
Kurang menarik dengan aplikasi spotify karena setiap saya ingin putar lagu selalu aja ada ikan, plis ilangin iklannya,1;1;Negative;;;;;;;
Kenapa pas mau ke premium, mau pilih operator Spotify coba lagi terus. Tolong diperbaiki sistemnya!,3;3;Negative;;;;;;;
Aplikasi mendengarkan music yg sangat bagus dan lagu apapun yg mau kita putar ada di spotify ini.,5;5;Positive;;;;;;;
Bagus banget sebenernya tapi kok lirik nya gabisa di-muat terus yaaa, udah coba install uninstall 3× udah cb harus cache ttep ajaa, pls dongg kasih solusiiii. Suka banget ni problem di liriknya doangg,4;4;Positive;;;;;;;
Kecewa sekarang, makin lama makin lama banget loadingnya, dah pake wifi, data, sama aja lama banget loadingnya,1;1;Negative;;;;;;;
Buruk. Masa mau dengerin lagu Dengan tenang dan santai harus bayar mana pakai shuffle shuffle segala lagi. Gw saranin mending kalian pakai aplikasi lagu bawaan handphone aja soalnya dev spotify ini mata duitan,1;1;Negative;;;;;;;
Gaa ramah buat pengguna gratisan, batasinya udah banyak bangettt, dan iklannya serem seremmm, kadang sempet mau berhenti dengerin lagi di sportify gara gara iklannya,1;1;Negative;;;;;;;
ini kalau lagi dengar musik kenapa suka tiba tiba berhenti sih lagunya? saya lagi dengerin musik di tab tiba tiba berhenti. itu gangu banget please.,3;3;Negative;;;;;;;
"Bagus sih cuma kenapa setelah di update jadi rada gmna gitu pasti kalo mau liat liriknya ada tulisan ""tidak dapat memuat lirik untuk lagu ini "" Itu kenapa ya padahal sinyal bagus ?,4";4;Positive;;;;;;;
Lirik tidak bisa dimuat padahal jaringan bagus, dan lagunya suka tiba - tiba stop sendiri lalu keluar sendiri dari apk nya,1;1;Negative;;;;;;;
"Apknya sudah bagus cuman masalah yg kurang bagus nya itu di bagian liriknya ""tidak dapat memuat lirik untuk lagu ini"" ada beberapa yg lagi liriknya ada, mohon developer tolong perbaiki.,4";4;Positive;;;;;;;
Spotify anehh gk sesuai urutan lagunya saya mau dengerin lagu ini ganti nya ini aneh udah banyak iklannya lagi,1;1;Negative;;;;;;;
Please, susah sekali melakukan pembayaran. Apalagi, pembayaran spotify premium mini. Why????? Tidak mau dibeli kah 😤❌️💢‼️,2;2;Negative;;;;;;;
Kenapa pas mutar lagu yang pngen itu harus pake premium dulu, ngeselin banget ih kalo gitu apalagi gabisa di ganti lagunya,1;1;Negative;;;;;;;
kalo kita close apk nya sering berenti lagu nya atau gk ketika gw lagi denger lagu ama buka apk langsung berenti lagu nya jadi harus bulak balik ke sporty,4;4;Positive;;;;;;;
Bagus banget bisa dengerin lagu tanpa jeda, btw diskon in premiumnya lah min wkwkwk, rekap lagu tahunan bagus juga,5;5;Positive;;;;;;;
Assalam maualaikum,saya mau ngasih tau kpd dev,pls deh saya kemaren udah bikin akun spotify,kok disuruh daftar lagi ya,padahal kemaren saya sudah daftar loh,Tolong ya spotify,jangan bikin emosi,Kemaren kan saya dah daftar,Mohon diperbaiki lagi,(maaf jika ada salah),1;1;Negative;;;;;;;
Kalok di buat main game sama dengerin musik sering hilang gk jelas/musik mati sendiri dan kebanyakan iklan mau toup in mahal,1;1;Negative;;;;;;;
kenapa selalu gagal koneksi saat saya ingin membeli premium, jadi ga bisa berlangganan lagi. Tolong diperbaiki saya sebagai pelanggan yang sering premium merasa terganggu,3;3;Negative;;;;;;;
Kecewa berat kenapa harus premium dulu buat munculin lirik nya?, mungkin aja ada yang mau buat tugas nyanyi bahasa inggris,eh malah suruh premium 😌,1;1;Negative;;;;;;;
SPOTIFY INI BAGUS, TP KENAPA SUKA loading lama bgt GITU YA??? pdhl jaringanku bagus2 aja. mau dengerin lagu aja hrs kesel dulu masa, tolong ini kenapa ya min :),4;4;Positive;;;;;;;
Bagus tp yg kurang cuma di iklan ny dh gt iklan ny ttng cerita serem jd takut pas denger itu di malam hari semoga iklan yg serem di batasi agar g di putar waktu malam hari,4;4;Positive;;;;;;;
Aku akan langganan kembali apabila musik musiknya tersedia dalam audio spasial seperti dolby atmos. Semua perangkat saya yang telah mendukung dolby atmos akan lebih baik mendengarkan dengan spotify ini. Sayang sekali dijaman hi tech ini, spotify masih ketinggalan.,2;2;Negative;;;;;;;
aplikasi nya bagus,bisa nemenin pas tidur,pas hati lagi kacau,bisa juga buat ungkapin perasaan,mungkin aplikasi ini satu satu nya temen aku pas lagi kesepian,5;5;Positive;;;;;;;
Aplikasi sangat bagus dan bermanfaat.. bisa mendengarkan musik online/offline. Mantap.,5;5;Positive;;;;;;;
hari ini baru beli paket premium tapi akun spotify saya sampe sekarang gak premium, metode pembayaran pake pulsa, pulsa udah kepotong tapi akun akun blm premium kecewa bgt,1;1;Negative;;;;;;;
aplikasi yang sangat baik, dengan berbagai gendre musik, cocok untuk menemani hari-hari yang sibuk di tengah hiruk pikuk kota,5;5;Positive;;;;;;;
Minimal bug nya perbaiki ae dan perbanyak lagu yg kita inginkan dalam pencarian ya min Terimakasih,5;5;Positive;;;;;;;
Terlalu banyak iklan kalau dengerin lagu selalu ad iklan muncul 5 kali saya tidak suka iklan terlalu banyak IKLAN TERLALU BANYAK!,1;1;Negative;;;;;;;
Aplikasi bagus untuk bersantai menikmati musik, lebih santai lagi jika memakai Spotify Premium meski aku tidak memakai Premium tetapi tetap bagus untuk menikmati musik yang bagus dan keren,5;5;Positive;;;;;;;
enak buat ngegalau, tapi ada iklan yang sedikit mengganggu saya, karna ngga berlangganan sih😁, hehe,4;4;Positive;;;;;;;
Akhir-akhir ini lemot bgt?? Mau bukak aja black screen mulu, pdhl udah pakek paket data dan wifi yg kenceng, tolong benahin dong🙏🏻,3;3;Negative;;;;;;;
jujurly wkwkwk ini fitur² nya udah bagus²,cuman minus nya lirik gbs dimuatt,padahal sinyal juga udah bagus dulu malahan sinyal jelek lirik juga bisa² aja sekarang ko gini sii kecewaaa berattt😔😔😔plisss ayo dong benerin lirik nya jgn kyk gtu😁😁ak udh ganti² aplikasi musik,cmn ini yg plgggg bagus,eh lama² mlh mengecewakan 😩😩tambahan:kalo untuk iklannya sii ya di aku g trlalu byk si,cuman tolong seribu tolong kurangin iklan horor nya dong bjir,mana sering dengerin ps malem² kn ngeri👺👺,4;4;Positive;;;;;;;
Kenapa lirik nya banyak yang hilang ya, padahal kemarin kemarin ada semua, sekarang banyak lagu yang ga ada liriknya. Padahal udh bagus bgt nih aplikasi,1;1;Negative;;;;;;;
Aneh, Puter Lagu A yg jalan Lagu B, Udh di-update versi terbaru jga masih sama, Klik lagu Tulus-Monokrom yg Jalan Malah Tulus-Cahaya, gitu2 Terus, mnding YT Premium gasi,1;1;Negative;;;;;;;
Udh bagus, cmn masa liriknya jadi ga ada? Pdhl jaringan bagus, apa harus premium? Pernah nyoba mau beli malah error mulu,3;3;Negative;;;;;;;
seakan memaksa kita untuk Spotify Premium dengan tidak memperbolehkan pengguna memutar lagu lainnya. jangan kau paksa kami menggunakan versi premium kalian!,2;2;Negative;;;;;;;
tiga dulu ya, bintangnya, masalahnya lagu yang aku minta terkadang tidak di putar dan yang tidak diharapkan berputar,3;3;Negative;;;;;;;
Bagus² aja, cuman sekarang jadi nge lag² gitu, padahal biasany normal, labcar jaya, dan nge lag nya sangat menganggu, jadi mohon di perbaiki 🙏 biar semangat pus em el,4;4;Positive;;;;;;;
Mau premium malah di bikin kesalahan koneksi,aplikasi ALAY di kasih duit ga mau!!. Padahal jaringan aman aman aja. ALAY ALAY,1;1;Negative;;;;;;;
Bgus sih menurut aku, walaupun kita gak premium, dan gak membayar lagu, lagu nya tetap bisa di putar . maakasihhhhh,5;5;Positive;;;;;;;
Ini kenapa gak bisa dibuka sih apknya, ada pemberitahuan kalau cuma bisa digunain 14 hari di luar negeri. Aku gak kemana mana padahal, tolong dong diperbaiki,1;1;Negative;;;;;;;
Sangat bagus musik nyaman Tapi perlu hilangkan iklannya y terlalu menggangu (khusus yg gk premium),5;5;Positive;;;;;;;
mau dengarin lagu lagi tidak bisa, padahal sudah di ubah ke online, kenapa masih offline hhmmm.... 😔😌,3;3;Negative;;;;;;;
